uri,title,terms,term_types
/subjects/37551,Stawiszyn (Poland),Stawiszyn (Poland),geographic
/subjects/23512,Saint-Vincent (Italy),Saint-Vincent (Italy),geographic
/subjects/32303,Jews -- Romania -- Storojineț,Jews;Romania;Storojineț,topical;geographic;geographic
/subjects/26710,Lacaune (France),Lacaune (France),geographic
/subjects/31939,"Kolumna (Łask, Poland)","Kolumna (Łask, Poland)",geographic
/subjects/24238,"Stalingrad, Battle of, Volgograd, Russia, 1942-1943 -- Personal narratives","Stalingrad, Battle of, Volgograd, Russia, 1942-1943;Personal narratives",topical;genre_form
/subjects/40529,Shpykiv (Ukraine),Shpykiv (Ukraine),geographic
/subjects/37414,Geranony (Belarus),Geranony (Belarus),geographic
/subjects/39959,Prisoners of War -- Greece,Prisoners of War;Greece,topical;geographic
/subjects/23457,War crime trials -- Germany -- Nuremberg,War crime trials;Germany;Nuremberg,topical;geographic;geographic
/subjects/24392,"Łazy (Województwo Śląskie, Poland)","Łazy (Województwo Śląskie, Poland)",geographic
/subjects/40179,Beclean (Romania),Beclean (Romania),geographic
/subjects/30781,Pleine-Selve (France),Pleine-Selve (France),geographic
/subjects/27414,Rybany (Slovakia),Rybany (Slovakia),geographic
/subjects/41338,"Silesia, Upper (Poland and Czech Republic)","Silesia, Upper (Poland and Czech Republic)",geographic
/subjects/25079,"Greece -- History -- Civil War, 1944-1949 -- Personal narratives","Greece;History;Civil War, 1944-1949;Personal narratives",geographic;topical;temporal;genre_form
/subjects/34668,Weimer (Germany : Concentration camp),Weimer (Germany : Concentration camp),topical
/subjects/29689,"Holocaust, Jewish (1939-1945) -- Historiography","Holocaust, Jewish (1939-1945);Historiography",topical;topical
/subjects/32495,Lier (Belgium),Lier (Belgium),geographic
/subjects/24111,Šabac (Serbia),Šabac (Serbia),geographic
/subjects/30502,Saint-Loup-Cammas (France),Saint-Loup-Cammas (France),geographic
/subjects/35700,Fălticeni (Romania),Fălticeni (Romania),geographic
/subjects/28831,"Kilburn (London, England)","Kilburn (London, England)",geographic
/subjects/40600,Poland,Poland,geographic
/subjects/39373,Shegyni (Ukraine),Shegyni (Ukraine),geographic
/subjects/25350,Wólka Domaszewska (Poland),Wólka Domaszewska (Poland),geographic
/subjects/22495,Pionki (Poland),Pionki (Poland),geographic
/subjects/33284,Orphanages -- Netherlands,Orphanages;Netherlands,topical;geographic
/subjects/41441,"Valence (Drôm, France)","Valence (Drôm, France)",geographic
/subjects/25700,"Lauterbach (Vogelsbergkreis, Germany)","Lauterbach (Vogelsbergkreis, Germany)",geographic
/subjects/24812,L̕ubochňa (Slovakia),L̕ubochňa (Slovakia),geographic
/subjects/28132,Gironde (France),Gironde (France),geographic
/subjects/30914,Rudnik (Poland),Rudnik (Poland),geographic
/subjects/38974,Dąbrowa Górnicza (Poland),Dąbrowa Górnicza (Poland),geographic
/subjects/25645,Trogir (Croatia),Trogir (Croatia),geographic
/subjects/31256,Orphanages -- Italy,Orphanages;Italy,topical;geographic
/subjects/37228,"Hamburg-Altona (Hamburg, Germany)","Hamburg-Altona (Hamburg, Germany)",geographic
/subjects/24404,Truskavet︠s︡ʹ (Ukraine),Truskavet︠s︡ʹ (Ukraine),geographic
/subjects/30017,Villard-de-Lans (France),Villard-de-Lans (France),geographic
/subjects/34957,Rīga (Latvia),Rīga (Latvia),geographic
/subjects/35645,Krásny Brod (Slovakia),Krásny Brod (Slovakia),geographic
/subjects/35491,Verkhneye Vysotskoye (Ukraine),Verkhneye Vysotskoye (Ukraine),geographic
/subjects/32354,Locarno (Switzerland),Locarno (Switzerland),geographic
/subjects/40591,Prisoners of War -- Poland,Prisoners of War;Poland,topical;geographic
/subjects/27855,"Paneriai Massacres, Paneriai, Lithuania, 1941-1944","Paneriai Massacres, Paneriai, Lithuania, 1941-1944",topical
/subjects/26747,Nadvirna (Ukraine),Nadvirna (Ukraine),geographic
/subjects/30693,"Ansbach (Mittelfranken, Germany)","Ansbach (Mittelfranken, Germany)",geographic
/subjects/30739,Zagoni (Bosnia and Hercegovina),Zagoni (Bosnia and Hercegovina),geographic
/subjects/31578,Priekule (Latvia),Priekule (Latvia),geographic
/subjects/34280,Arnoldstein (Austria),Arnoldstein (Austria),geographic
/subjects/27156,Verkhni︠e︡ Vodi︠a︡ne (Ukraine),Verkhni︠e︡ Vodi︠a︡ne (Ukraine),geographic
/subjects/28759,Resistance,Resistance,topical
/subjects/37910,Boskovice (Czech Republic),Boskovice (Czech Republic),geographic
/subjects/25184,Wyszków (Poland),Wyszków (Poland),geographic
/subjects/40987,Polanów (Poland),Polanów (Poland),geographic
/subjects/35184,Neuendorf (Germany),Neuendorf (Germany),geographic
/subjects/32991,Mellrichstadt (Germany),Mellrichstadt (Germany),geographic
/subjects/33683,Jews -- Lithuania -- Trakai,Jews;Lithuania;Trakai,topical;geographic;geographic
/subjects/34516,Korolevo (Ukraine),Korolevo (Ukraine),geographic
/subjects/39324,Grenoble (France),Grenoble (France),geographic
/subjects/25307,Moravia (Czech Republic),Moravia (Czech Republic),geographic
/subjects/33729,Futoma (Poland),Futoma (Poland),geographic
/subjects/36878,Wasserburg am Inn (Germany),Wasserburg am Inn (Germany),geographic
/subjects/32092,Volodymyr-Volynsʹkyĭ (Ukraine),Volodymyr-Volynsʹkyĭ (Ukraine),geographic
/subjects/35757,Seiches-sur-le-Loir (France),Seiches-sur-le-Loir (France),geographic
/subjects/40657,Prisoner-of-war camps -- Religious aspects -- Catholic Church,Prisoner-of-war camps;Religious aspects;Catholic Church,topical;topical;topical
/subjects/38165,Ashkhabad (Turkmenistan),Ashkhabad (Turkmenistan),geographic
/subjects/35307,Łódź (Poland) -- Religious life and customs,Łódź (Poland);Religious life and customs,geographic;topical
/subjects/40207,Virginia,Virginia,geographic
/subjects/29631,Holocaust memorials -- Belarus,Holocaust memorials;Belarus,topical;geographic
/subjects/35612,Bačka Palanka (Serbia),Bačka Palanka (Serbia),geographic
/subjects/28923,"Bagnoli (Naples, Italy)","Bagnoli (Naples, Italy)",geographic
/subjects/24453,Jews -- Poland -- Głogów Małopolski,Jews;Poland;Głogów Małopolski,topical;geographic;geographic
/subjects/35242,Remetea Chioarului (Romania),Remetea Chioarului (Romania),geographic
/subjects/39631,"Gerresheim (Düsseldorf, Germany)","Gerresheim (Düsseldorf, Germany)",geographic
/subjects/28020,Trnava (Slovakia),Trnava (Slovakia),geographic
/subjects/34003,Kács (Hungary),Kács (Hungary),geographic
/subjects/39261,Brummen (Netherlands),Brummen (Netherlands),geographic
/subjects/31651,Louroux-Béconnais (France),Louroux-Béconnais (France),geographic
/subjects/34453,Chernihiv (Ukraine),Chernihiv (Ukraine),geographic
/subjects/26897,Angleur (Belgium),Angleur (Belgium),geographic
/subjects/36419,Noncitizens -- Evacuation and relocation,Noncitizens;Evacuation and relocation,topical;topical
/subjects/41524,Buenos Aires (Argentina),Buenos Aires (Argentina),geographic
/subjects/39216,Arcachon (France),Arcachon (France),geographic
/subjects/25235,"Marienfelde (Berlin, Germany)","Marienfelde (Berlin, Germany)",geographic
/subjects/34074,Nowe Miasto nad Pilicą (Poland),Nowe Miasto nad Pilicą (Poland),geographic
/subjects/25665,Arkhangelʹskai︠a︡ oblastʹ (Russia),Arkhangelʹskai︠a︡ oblastʹ (Russia),geographic
/subjects/27658,Jagodina (Serbia),Jagodina (Serbia),geographic
/subjects/26419,Jews -- Ukraine -- Lut︠s︡ʹk,Jews;Ukraine;Lut︠s︡ʹk,topical;geographic;geographic
/subjects/24424,Wiener Neustadt (Austria),Wiener Neustadt (Austria),geographic
/subjects/28954,Riešė (Lithuania),Riešė (Lithuania),geographic
/subjects/26049,Młodów (Poland),Młodów (Poland),geographic
/subjects/34998,Ostland,Ostland,geographic
/subjects/30172,Polgár (Hungary),Polgár (Hungary),geographic
/subjects/29353,Hatrival (Belgium),Hatrival (Belgium),geographic
/subjects/38112,Saumur (France),Saumur (France),geographic
/subjects/30522,Banská Bystrica (Slovakia),Banská Bystrica (Slovakia),geographic
/subjects/34832,"Orsk (Orenburgskai︠a︡ oblastʹ, Russia)","Orsk (Orenburgskai︠a︡ oblastʹ, Russia)",geographic
/subjects/40620,Montblanch (Spain),Montblanch (Spain),geographic
/subjects/39353,Arras (France),Arras (France),geographic
/subjects/31763,Székesfehérvár (Hungary),Székesfehérvár (Hungary),geographic
/subjects/34561,Prapor̆is̆tĕ (Czech Republic),Prapor̆is̆tĕ (Czech Republic),geographic
/subjects/38811,Palanga (Lithuania),Palanga (Lithuania),geographic
/subjects/31333,Jews -- Poland -- Łosice,Jews;Poland;Łosice,topical;geographic;geographic
/subjects/26225,Wolica Brzozowa (Poland),Wolica Brzozowa (Poland),geographic
/subjects/35409,Dzhurin (Ukraine),Dzhurin (Ukraine),geographic
/subjects/32266,Libourne (France),Libourne (France),geographic
/subjects/26675,Christian converts,Christian converts,topical
/subjects/23477,"World War, 1939-1945 -- Jewish resistance -- Hungary","World War, 1939-1945;Jewish resistance;Hungary",topical;topical;geographic
/subjects/38391,Psychiatrists,Psychiatrists,occupation
/subjects/37064,Klenovec (Slovakia),Klenovec (Slovakia),geographic
/subjects/35059,Jews -- Poland -- Sławków,Jews;Poland;Sławków,topical;geographic;geographic
/subjects/33027,Germany -- Emigration and immigration,Germany;Emigration and immigration,geographic;topical
/subjects/34218,"Trawniki (Lublin, Poland)","Trawniki (Lublin, Poland)",geographic
/subjects/22266,Braslaŭ (Belarus),Braslaŭ (Belarus),geographic
/subjects/37967,Bari (Italy),Bari (Italy),geographic
/subjects/22289,Podwilk (Poland),Podwilk (Poland),geographic
/subjects/36730,Munsterbilzen (Belgium),Munsterbilzen (Belgium),geographic
/subjects/27988,Buzet-sur-Tarn (France),Buzet-sur-Tarn (France),geographic
/subjects/38684,Verviers (Belgium),Verviers (Belgium),geographic
/subjects/23498,Potrete (Hungary),Potrete (Hungary),geographic
/subjects/23532,Oxford (England),Oxford (England),geographic
/subjects/27822,Kisvárda (Hungary),Kisvárda (Hungary),geographic
/subjects/40698,"Szydłowiec (Województwo Mazowieckie, Poland)","Szydłowiec (Województwo Mazowieckie, Poland)",geographic
/subjects/24189,Concentration camp inmates -- Yugoslavia -- Personal narratives,Concentration camp inmates;Yugoslavia;Personal narratives,topical;geographic;genre_form
/subjects/38903,Heidelberg (Germany),Heidelberg (Germany),geographic
/subjects/31221,Zagórów (Poland),Zagórów (Poland),geographic
/subjects/39241,Chomutov (Czech Republic),Chomutov (Czech Republic),geographic
/subjects/30963,Concentration camp inmates -- Non-Jewish,Concentration camp inmates;Non-Jewish,topical;topical
/subjects/31671,"Hamborn (Duisburg, Germany)","Hamborn (Duisburg, Germany)",geographic
/subjects/39304,Devon (England),Devon (England),geographic
/subjects/30826,Konstantinow (Poland),Konstantinow (Poland),geographic
/subjects/31734,Jews -- Poland -- Gorlice,Jews;Poland;Gorlice,topical;geographic;geographic
/subjects/23359,Jews -- Germany -- Berlin,Jews;Germany;Berlin,topical;geographic;geographic
/subjects/24166,Rădăuți (Romania),Rădăuți (Romania),geographic
/subjects/38145,Padina (Serbia),Padina (Serbia),geographic
/subjects/29304,Pyatnitsa (Belarus),Pyatnitsa (Belarus),geographic
/subjects/23709,Skalbmierz (Poland),Skalbmierz (Poland),geographic
/subjects/38515,Sighet (Romania),Sighet (Romania),geographic
/subjects/30125,Jews -- Belarus -- Pinsk,Jews;Belarus;Pinsk,topical;geographic;geographic
/subjects/37930,Jews -- Poland -- Wieluń (Łódź),Jews;Poland;Wieluń (Łódź),topical;geographic;geographic
/subjects/33420,Yarovoye (Ukraine),Yarovoye (Ukraine),geographic
/subjects/23973,Shinyanga District (Tanzania),Shinyanga District (Tanzania),geographic
/subjects/22661,Orphanges -- Yugoslavia,Orphanges;Yugoslavia,topical;geographic
/subjects/29884,"Emden (Lower Saxony, Germany)","Emden (Lower Saxony, Germany)",geographic
/subjects/33070,Barvenkovo (Ukraine),Barvenkovo (Ukraine),geographic
/subjects/32661,"World War, 1939-1945 -- Personal narratives, Greek","World War, 1939-1945;Personal narratives, Greek",topical;genre_form
/subjects/26272,Uruguay,Uruguay,geographic
/subjects/29492,Hazebrouck (France),Hazebrouck (France),geographic
/subjects/32374,Surivor-child relations,Surivor-child relations,topical
/subjects/27875,Tilsit (Germany),Tilsit (Germany),geographic
/subjects/26767,Made en Drimmelen (Netherlands),Made en Drimmelen (Netherlands),geographic
/subjects/38283,Masty (Belarus),Masty (Belarus),geographic
/subjects/37176,Grabowiec (Poland),Grabowiec (Poland),geographic
/subjects/32724,Zbaraz︠h︡ (Ukraine),Zbaraz︠h︡ (Ukraine),geographic
/subjects/23135,"Świebodzin (Województwo Lubuskie, Poland)","Świebodzin (Województwo Lubuskie, Poland)",geographic
/subjects/29538,Landstuhl (Germany),Landstuhl (Germany),geographic
/subjects/37526,Dunasziget (Hungary),Dunasziget (Hungary),geographic
/subjects/31558,Kunovice (Czech Republic),Kunovice (Czech Republic),geographic
/subjects/22374,Grodzisko (Poland),Grodzisko (Poland),geographic
/subjects/28779,Yahilʹnytsya (Ukraine),Yahilʹnytsya (Ukraine),geographic
/subjects/33135,Jászberény (Hungary),Jászberény (Hungary),geographic
/subjects/36337,Bershadʹ (Ukraine),Bershadʹ (Ukraine),geographic
/subjects/32948,"Opatów (Województwo Świętokrzyskie, Poland)","Opatów (Województwo Świętokrzyskie, Poland)",geographic
/subjects/27249,Kochanówka (Poland),Kochanówka (Poland),geographic
/subjects/25274,"World War, 1939-1945 -- Psychological aspects","World War, 1939-1945;Psychological aspects",topical;topical
/subjects/39257,Kivert︠s︡i (Ukraine),Kivert︠s︡i (Ukraine),geographic
/subjects/34035,Schwarzenborn (Germany),Schwarzenborn (Germany),geographic
/subjects/36008,Philippines,Philippines,geographic
/subjects/28016,Gola (Poland),Gola (Poland),geographic
/subjects/24936,Ustrzyki Dolne (Poland),Ustrzyki Dolne (Poland),geographic
/subjects/27619,Temnolesskaya (Russia),Temnolesskaya (Russia),geographic
/subjects/35274,Doverstorp (Sweden),Doverstorp (Sweden),geographic
/subjects/38446,"Ryki (Lublin, Poland)","Ryki (Lublin, Poland)",geographic
/subjects/29607,Asino (Russia),Asino (Russia),geographic
/subjects/38016,"World War, 1939-1945 -- Participation, Soviet","World War, 1939-1945;Participation, Soviet",topical;topical
/subjects/24035,Niepołomice (Poland),Niepołomice (Poland),geographic
/subjects/26008,Königstein im Taunus (Germany),Königstein im Taunus (Germany),geographic
/subjects/30099,Enns (Austria),Enns (Austria),geographic
/subjects/28850,Asipovichy(Belarus),Asipovichy(Belarus),geographic
/subjects/29742,Hameln (Germany),Hameln (Germany),geographic
/subjects/30830,On͡gtu̇stīk Qazaqstan oblysy (Kazakhstan),On͡gtu̇stīk Qazaqstan oblysy (Kazakhstan),geographic
/subjects/41420,Prisoners of War -- England,Prisoners of War;England,topical;geographic
/subjects/39742,"World War, 1939-1945 -- Participation, British","World War, 1939-1945;Participation, British",topical;topical
/subjects/24873,Bagnères-de-Luchon (France),Bagnères-de-Luchon (France),geographic
/subjects/41070,Bila T︠S︡erkva (Ukraine),Bila T︠S︡erkva (Ukraine),geographic
/subjects/34170,Plauen (Germany),Plauen (Germany),geographic
/subjects/31688,Kozyany (Belarus),Kozyany (Belarus),geographic
/subjects/26264,Civitella del Tronto (Italy),Civitella del Tronto (Italy),geographic
/subjects/38780,"III. Kerület (Budapest, Hungary)","III. Kerület (Budapest, Hungary)",geographic
/subjects/24609,Izbica Lubelska (Poland),Izbica Lubelska (Poland),geographic
/subjects/27475,Stralsund (Germany),Stralsund (Germany),geographic
/subjects/28780,Biecz (Poland),Biecz (Poland),geographic
/subjects/34259,Gemünd (Germany),Gemünd (Germany),geographic
/subjects/22677,Volʹsk (Russia),Volʹsk (Russia),geographic
/subjects/41359,Tomaszów Mazowiecki (Poland),Tomaszów Mazowiecki (Poland),geographic
/subjects/34609,Niederoderwitz (Germany),Niederoderwitz (Germany),geographic
/subjects/23820,Esztergom (Hungary),Esztergom (Hungary),geographic
/subjects/27530,Creuse (France),Creuse (France),geographic
/subjects/33089,"World War, 1939-1945 -- Jewish resistance -- Ukraine","World War, 1939-1945;Jewish resistance;Ukraine",topical;topical;geographic
/subjects/39484,Grottaferrata (Italy),Grottaferrata (Italy),geographic
/subjects/33573,Bogor (Indonesia),Bogor (Indonesia),geographic
/subjects/28295,Ónod (Hungary),Ónod (Hungary),geographic
/subjects/23123,Hajdúnánás (Hungary),Hajdúnánás (Hungary),geographic
/subjects/33820,"Nałęczów (Lublin, Poland)","Nałęczów (Lublin, Poland)",geographic
/subjects/32698,Bagnères-de-Bigorre (France),Bagnères-de-Bigorre (France),geographic
/subjects/23089,Győr (Hungary),Győr (Hungary),geographic
/subjects/32362,OZE,OZE,topical
/subjects/30471,Radziłów (Poland),Radziłów (Poland),geographic
/subjects/40289,Klaipėda (Lithuania),Klaipėda (Lithuania),geographic
/subjects/24062,Głogówek (Poland),Głogówek (Poland),geographic
/subjects/40773,Holcaust survivors,Holcaust survivors,topical
/subjects/29650,"Holocaust, Jewish (1939-1945) -- Personal narratives -- History and criticism","Holocaust, Jewish (1939-1945);Personal narratives;History and criticism",topical;topical;topical
/subjects/29200,Emmerich (Germany),Emmerich (Germany),geographic
/subjects/35223,Samos (Greece),Samos (Greece),geographic
/subjects/31260,Pilviškiai (Lithuania),Pilviškiai (Lithuania),geographic
/subjects/34598,Lüdenscheid (Germany),Lüdenscheid (Germany),geographic
/subjects/39650,Dax (France),Dax (France),geographic
/subjects/41498,Ilava (Slovakia),Ilava (Slovakia),geographic
/subjects/34062,"Nentershausen (Hesse, Germany)","Nentershausen (Hesse, Germany)",geographic
/subjects/30888,Bad Brambach (Germany),Bad Brambach (Germany),geographic
/subjects/28041,Kopychynt︠s︡i (Ukraine),Kopychynt︠s︡i (Ukraine),geographic
/subjects/39200,Koszalin (Poland),Koszalin (Poland),geographic
/subjects/41532,Pontebba (Italy),Pontebba (Italy),geographic
/subjects/22509,Hertfordshire (England),Hertfordshire (England),geographic
/subjects/39715,Jews -- Ukraine -- Horodenka,Jews;Ukraine;Horodenka,topical;geographic;geographic
/subjects/25736,Tjideng (Indonesia),Tjideng (Indonesia),geographic
/subjects/28554,Stanislav (Ukraine),Stanislav (Ukraine),geographic
/subjects/34577,Kiev (Ukraine),Kiev (Ukraine),geographic
/subjects/31775,Orphanages -- Slovakia,Orphanages;Slovakia,topical;geographic
/subjects/25366,Motyčky (Slovakia),Motyčky (Slovakia),geographic
/subjects/34824,Aiud (Romania),Aiud (Romania),geographic
/subjects/32509,Thônes (France),Thônes (France),geographic
/subjects/30534,War crime trials -- Czechoslovakia,War crime trials;Czechoslovakia,topical;geographic
/subjects/29345,Ĭoshkar-Ola (Russia),Ĭoshkar-Ola (Russia),geographic
/subjects/32159,Mouscron (Belgium),Mouscron (Belgium),geographic
/subjects/30164,Dzierżoniów (Poland),Dzierżoniów (Poland),geographic
/subjects/38554,Seirijai (Lithuania),Seirijai (Lithuania),geographic
/subjects/37971,Z︠H︡uravno (Ukraine),Z︠H︡uravno (Ukraine),geographic
/subjects/22270,Fontenilles (France),Fontenilles (France),geographic
/subjects/28387,Nightmares,Nightmares,topical
/subjects/26399,Great Britain -- Armed Forces,Great Britain;Armed Forces,geographic;topical
/subjects/27971,"Röddenau (Frankenberg, Hesse, Germany)","Röddenau (Frankenberg, Hesse, Germany)",geographic
/subjects/26233,Sierpc (Poland),Sierpc (Poland),geographic
/subjects/33932,Aspet (France),Aspet (France),geographic
/subjects/38738,Political prisoners -- Soviet Union -- Personal narratives,Political prisoners;Soviet Union;Personal narratives,topical;geographic;genre_form
/subjects/32335,"World War, 1939-1945 -- Underground movements -- Czechoslovakia","World War, 1939-1945;Underground movements;Czechoslovakia",topical;topical;geographic
/subjects/29083,Nicosia (Cyprus),Nicosia (Cyprus),geographic
/subjects/29579,Schweinfurt (Germany),Schweinfurt (Germany),geographic
/subjects/23174,Athens (Greece),Athens (Greece),geographic
/subjects/39129,Horní Lideč (Czech Reppublic),Horní Lideč (Czech Reppublic),geographic
/subjects/28738,"Daŭhinava (Minskai︠a︡ voblastsʹ, Belarus)","Daŭhinava (Minskai︠a︡ voblastsʹ, Belarus)",geographic
/subjects/29980,Vitsebsk (Belarus),Vitsebsk (Belarus),geographic
/subjects/33733,Prisons -- Soviet Union,Prisons;Soviet Union,topical;geographic
/subjects/23363,Marriage in Jewish ghettos,Marriage in Jewish ghettos,topical
/subjects/38485,"Jaworzno (Kraków, Poland)","Jaworzno (Kraków, Poland)",geographic
/subjects/23699,Toruń (Poland),Toruń (Poland),geographic
/subjects/37320,Ostašov (Czech Republic),Ostašov (Czech Republic),geographic
/subjects/32122,War crime trials -- Germany -- Hannover,War crime trials;Germany;Hannover,topical;geographic;geographic
/subjects/24019,Prisoners of War -- United States,Prisoners of War;United States,topical;geographic
/subjects/32437,Borek Fałęcki (Poland),Borek Fałęcki (Poland),geographic
/subjects/24449,"Saint Petersburg (Russia) -- History -- Siege, 1941-1944","Saint Petersburg (Russia);History;Siege, 1941-1944",geographic;topical;temporal
/subjects/35258,Augsburg (Germany),Augsburg (Germany),geographic
/subjects/40358,Orishche (Ukraine),Orishche (Ukraine),geographic
/subjects/38190,Bolivia,Bolivia,geographic
/subjects/23676,Libčeves (Czech Republic),Libčeves (Czech Republic),geographic
/subjects/33676,Balta (Ukraine),Balta (Ukraine),geographic
/subjects/32964,Jews -- Poland -- Żychlin (Konin),Jews;Poland;Żychlin (Konin),topical;geographic;geographic
/subjects/28190,Montargis (France),Montargis (France),geographic
/subjects/34449,Bayreuth (Germany),Bayreuth (Germany),geographic
/subjects/22067,Military education -- Hungary -- History,Military education;Hungary;History,topical;geographic;topical
/subjects/29152,Horokhiv (Ukraine),Horokhiv (Ukraine),geographic
/subjects/35171,Facimiech (Poland),Facimiech (Poland),geographic
/subjects/31831,"World War, 1939-1945 -- Jewish resistance","World War, 1939-1945;Jewish resistance",topical;topical
/subjects/38313,Twins,Twins,topical
/subjects/29502,"World War, 1939-1945 -- Underground movements, France","World War, 1939-1945;Underground movements, France",topical;topical
/subjects/31562,"Blâmont (Meurthe-et-Moselle, France)","Blâmont (Meurthe-et-Moselle, France)",geographic
/subjects/34330,Klwów (Poland),Klwów (Poland),geographic
/subjects/28313,Zielitz (Germany),Zielitz (Germany),geographic
/subjects/40837,Jews -- Poland -- Zwoleń (Radom),Jews;Poland;Zwoleń (Radom),topical;geographic;geographic
/subjects/35937,"Holocaust, Jewish (1939-1945), in motion pictures","Holocaust, Jewish (1939-1945), in motion pictures",topical
/subjects/36618,"Stalingrad, Battle of, Volgograd, Russia, 1942-1943","Stalingrad, Battle of, Volgograd, Russia, 1942-1943",topical
/subjects/41375,Zaluzhʹye (Ukraine),Zaluzhʹye (Ukraine),geographic
/subjects/29017,Melčice (Slovakia),Melčice (Slovakia),geographic
/subjects/30236,Pleshchenit︠s︡y (Belarus),Pleshchenit︠s︡y (Belarus),geographic
/subjects/39914,Jews -- Poland -- Góra Kalwaria,Jews;Poland;Góra Kalwaria,topical;geographic;geographic
/subjects/35464,Altlandsberg (Germany),Altlandsberg (Germany),geographic
/subjects/37459,Concentration camps -- Underground movements,Concentration camps;Underground movements,topical;topical
/subjects/38256,Cros-de-Cagne (France),Cros-de-Cagne (France),geographic
/subjects/24275,Kaiserlautern (Germany),Kaiserlautern (Germany),geographic
/subjects/38578,Neo-Nazism,Neo-Nazism,topical
/subjects/28981,"Mykolaïv (Mykolaïvsʹka oblastʹ, Ukraine)","Mykolaïv (Mykolaïvsʹka oblastʹ, Ukraine)",geographic
/subjects/30148,Nová Paka (Czech Republic),Nová Paka (Czech Republic),geographic
/subjects/29693,Dzi︠a︡tlava (Belarus),Dzi︠a︡tlava (Belarus),geographic
/subjects/29369,Žagarinė (Lithuania),Žagarinė (Lithuania),geographic
/subjects/30518,Kiskunmajsa (Hungary),Kiskunmajsa (Hungary),geographic
/subjects/39739,Senta (Serbia),Senta (Serbia),geographic
/subjects/26835,Kryvichy (Belarus),Kryvichy (Belarus),geographic
/subjects/27727,Trials (Political crimes and offenses) -- Czechoslovakia,Trials (Political crimes and offenses);Czechoslovakia,topical;geographic
/subjects/36136,Jews -- Poland -- Brzeziny,Jews;Poland;Brzeziny,topical;geographic;geographic
/subjects/28128,Convents,Convents,topical
/subjects/36423,Șieu Măgheruș (Romania),Șieu Măgheruș (Romania),geographic
/subjects/33621,Blankenhain (Germany),Blankenhain (Germany),geographic
/subjects/36073,Lougratte (France),Lougratte (France),geographic
/subjects/22460,Mombasa (Kenya),Mombasa (Kenya),geographic
/subjects/28597,Vladikavkaz (Russia),Vladikavkaz (Russia),geographic
/subjects/36589,"Marais (Paris, France)","Marais (Paris, France)",geographic
/subjects/37232,Sudetenland (Czech Republic),Sudetenland (Czech Republic),geographic
/subjects/26423,Hidden children (Holocaust),Hidden children (Holocaust),topical
/subjects/32030,Oleyëvo-Korolëvka (Ukraine),Oleyëvo-Korolëvka (Ukraine),geographic
/subjects/37662,Reteag (Romania),Reteag (Romania),geographic
/subjects/26589,Quarries and quarrying,Quarries and quarrying,topical
/subjects/38597,Sarralbe (France),Sarralbe (France),geographic
/subjects/32460,Vratislavice nad Nisou (Czech Republic),Vratislavice nad Nisou (Czech Republic),geographic
/subjects/22749,"Valky (Kharkivsʹka oblastʹ, Ukraine)","Valky (Kharkivsʹka oblastʹ, Ukraine)",geographic
/subjects/41637,Mulhouse (France),Mulhouse (France),geographic
/subjects/35825,Khust (Ukraine),Khust (Ukraine),geographic
/subjects/28714,Children of interfaith marriage,Children of interfaith marriage,topical
/subjects/40476,Łącko (Poland),Łącko (Poland),geographic
/subjects/35576,Metz (France),Metz (France),geographic
/subjects/32749,Kraljevo (Serbia : Opština),Kraljevo (Serbia : Opština),geographic
/subjects/24367,Ladmovce (Slovakia),Ladmovce (Slovakia),geographic
/subjects/23508,Lieg̓i (Latvia),Lieg̓i (Latvia),geographic
/subjects/25825,IJmuiden (Netherlands),IJmuiden (Netherlands),geographic
/subjects/31923,Mazyr (Belarus),Mazyr (Belarus),geographic
/subjects/38651,ʻAfulah (Israel),ʻAfulah (Israel),geographic
/subjects/29040,Jews -- Slovakia -- Lučenec,Jews;Slovakia;Lučenec,topical;geographic;geographic
/subjects/34222,"Andrzejów (Łódź, Poland)","Andrzejów (Łódź, Poland)",geographic
/subjects/39040,Lučenec (Slovakia),Lučenec (Slovakia),geographic
/subjects/28651,Port of Spain (Trinidad and Tobago),Port of Spain (Trinidad and Tobago),geographic
/subjects/33322,Tulʹchyn (Ukraine),Tulʹchyn (Ukraine),geographic
/subjects/26823,Stantsiya Tetërka (Ukraine),Stantsiya Tetërka (Ukraine),geographic
/subjects/38997,Mezőkovácsháza (Hungary),Mezőkovácsháza (Hungary),geographic
/subjects/22163,Jews -- Galicia (Poland and Ukraine),Jews;Galicia (Poland and Ukraine),topical;geographic
/subjects/33288,Boom (Belgium),Boom (Belgium),geographic
/subjects/33772,Holíč (Slovakia),Holíč (Slovakia),geographic
/subjects/27361,Lugo (Italy),Lugo (Italy),geographic
/subjects/26120,Noisy-le-Sec (France),Noisy-le-Sec (France),geographic
/subjects/36989,"Jelonki (Warsaw, Poland)","Jelonki (Warsaw, Poland)",geographic
/subjects/29685,Childbirth in partisan camps,Childbirth in partisan camps,topical
/subjects/32163,"Barnaul (Altaĭskiĭ kraĭ, Russia)","Barnaul (Altaĭskiĭ kraĭ, Russia)",geographic
/subjects/29390,Dolní Suchá (Czech Republic),Dolní Suchá (Czech Republic),geographic
/subjects/38581,Brač Island (Croatia),Brač Island (Croatia),geographic
/subjects/23267,Jews -- Ukraine -- Vynohradiv,Jews;Ukraine;Vynohradiv,topical;geographic;geographic
